#,autor_docente,autores,producao,ano,tipo_producao,citescore,quartil_citescore,percentile,quartil_percentile,q_p,qualis_estrato,qualis,programas,prog._qtd,Cluster
15760,1,[11349],1451271,2000,25,2.33,1.00,73,0.75,Q3,0.90,A2,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15761,1,[11349],1451272,1985,25,1.57,0.75,53,0.75,Q3,0.70,A4,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15762,1,[11349],1451273,1988,25,1.57,0.75,53,0.75,Q3,0.70,A4,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15763,1,[11349],1451274,2000,25,2.77,1.00,77,1.00,Q4,0.00,C/NI/NP,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15764,1,[11349],1451275,1981,25,1.57,0.75,53,0.75,Q3,0.70,A4,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15767,1,[11349],1451278,1999,25,2.82,1.00,91,1.00,Q4,0.80,A3,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15770,1,[11349],1451281,1996,25,1.76,0.75,64,0.75,Q3,0.70,A4,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15772,1,[11349],1451283,2008,25,2.75,1.00,78,1.00,Q4,0.80,A3,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15774,1,[11349],1451285,2008,25,2.33,1.00,73,0.75,Q3,0.90,A2,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15776,3,[11349-57513-79478],1451287,2017,25,3.16,1.00,81,1.00,Q4,0.90,A2,[23001011010P0-23001011020P6-23001011035P3-23001011170P8],4,cluster1
15777,3,[11349-57513-79478],1451288,2016,25,1.38,0.75,46,0.50,Q2,0.70,A4,[23001011010P0-23001011020P6-23001011035P3-23001011170P8],4,cluster1
15779,1,[11349],1451290,2015,25,2.78,1.00,69,0.75,Q3,0.80,A3,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
15780,2,[11349-79478],1451291,2012,25,3.16,1.00,81,1.00,Q4,0.90,A2,[23001011010P0-23001011020P6-23001011035P3-23001011170P8],4,cluster1
15782,3,[11349-61596-79478],1451293,2007,25,2.02,1.00,67,0.75,Q3,0.80,A3,[23001011010P0-23001011020P6-23001011035P3-23001011170P8],4,cluster1
15784,1,[11349],1451295,1985,25,2.77,1.00,77,1.00,Q4,0.00,C/NI/NP,[23001011010P0-23001011020P6-23001011035P3],3,cluster1
